ID,Source,Issue Title,Category,Pattern,Description,Issue URL,PR URL,Data Available,Remark 2
52,,[Issue] Credentials are leaked via logs when using --debug for deploy and up.,IL,IL-Lv,"If you do azd deploy --debug (or use up) the additional logging will contain the SWA deployment token in the logs when it logs the swa deploy command. Here's a snippet (I've manually removed the token though, as well as my subscription and RG info):

2022/12/09 04:24:28 main.go:49: Retry: response 200
2022/12/09 04:24:28 swa.go:69: SWA Deploy: TenantId: 72f988bf-86f1-41af-91ab-2d7cd011db47, SubscriptionId: <snip>, ResourceGroup: <snip>, ResourceName: stapp-blog-4cuer6ylvs3ni, Environment: default
2022/12/09 04:24:28 command_runner.go:102: Run exec: 'npx -y @azure/static-web-apps-cli@1.0.0 deploy --tenant-id <snip> --subscription-id <snip> --resource-group r<snip> --app-name stapp-blog-4cuer6ylvs3ni --app-location packages/blog --output-location . --env default --no-use-keychain --deployment-token <removed for this issue>'
2022/12/09 04:24:37 service_target_staticwebapp.go:72: 
Welcome to Azure Static Web Apps CLI (1.0.0)",https://github.com/Azure/azure-dev/issues/1264,https://github.com/Azure/azure-dev/commit/7b3330449400afd25b9b7eb834f4581a3cf5c3d3,,
53,,Solve Logging Sensitive Information,IL,IL-Lv,"Fixed a critical security vulnerability where console.log statements were exposing sensitive database query results. Implemented a proper logging framework with configurable log levels to prevent data leakage.
Changes

    Created a new logger middleware with configurable log levels
    Replaced direct console.log calls in models with structured logger
    Added environment-aware logging that suppresses sensitive data in production
",https://github.com/RyanM-Ferreira/KomuniUI-API/pull/3,https://github.com/RyanM-Ferreira/KomuniUI-API/pull/3/commits/54ee5488549bd57b547af46feb675a530c251e7a,,
54,,Hide sensitive information in production,EE,EE-St,"templates/bundles/TwigBundle/Exception/error.html.twig is only used in production env.
And it displays sensitive information, like the database name.

We have to remove that.

We can also enhance the message, with a link to the wallabag_support_url setting.",https://github.com/wallabag/wallabag/pull/8291,https://github.com/wallabag/wallabag/pull/8291/commits/c4f615e711c32b80fe98942da36bb00690c9db2f + https://github.com/wallabag/wallabag/pull/8291/commits/5db128a071c94195d36562845f2bf1dc381f2a77,,
55,,fix(gorgone): Sensitive Credentials Exposed in Logs,SS,SS-Cr,"Description

Sensitive Credentials Exposed in Logs

Fixes # MON-162285
Type of change

Patch fixing an issue (non-breaking change)
New functionality (non-breaking change)
Breaking change (patch or feature) that might cause side effects breaking part of the Software
Updating documentation (missing information, typo...)",https://github.com/centreon/centreon-collect/pull/2441,https://github.com/centreon/centreon-collect/pull/2441/files,,
56,,feature: Set sensitive variables,SS,SS-Cr,"Description

? Mark cloudsql_privileged_user_password variable as sensitive
? Prevent password exposure in Terraform logs and output",https://github.com/sparkfabrik/terraform-google-gcp-cloud-native-drupal-resources/pull/59,https://github.com/sparkfabrik/terraform-google-gcp-cloud-native-drupal-resources/pull/59/commits/cdffbcd052718c31d54501ee1d76ab1d061cd651,,
58,,"[Precogs Alert] Sensitive Data Exposure detected (CWE-200, Risk: Medium)",SS,SS-Cr,"
Vulnerability Details

    File Path: orbit-app/src/pages/BlogsPage.jsx
    Vulnerability Type: Sensitive Data Exposure
    Risk Level: Medium

Explanation:
The code logs the error response data directly to the console. If the error response contains sensitive information, such as authentication tokens, user data, or internal server details, this could lead to unintentional exposure of sensitive data in logs.

Please review and address the issue accordingly.",https://github.com/sameer6pre/orbit-app/pull/26,https://github.com/sameer6pre/orbit-app/pull/26/commits/462522aaded469b93ee1aa819de57b431d89fc1e,,
59,,hide sensitive information in log output,SS,SS-Ur,"Wynika, ?e w trakcie dw車ch commit車w zosta?y dodane dane wra?liwe takie jak klucze prywatne. Aby unikn?? tego typu sytuacji
nale?y doda? plik .gitignore do repozystorium na etapie jego tworzenia oraz umie?? w nim wpisy dla plik車w zawieraj?cych klucze prywatne. Dobr? praktyk? jest nie umieszcza? kluczy bezpo?rednio w kodzie; sugerowane jest u?ywa? plik車w konfiguracyjnych. Istniej? narz?dzia takie jak HashiCorp Vault czy AWS Secrets Manager do zarz?dzania sekretami.",https://github.com/Adrjnk/task2/pull/3/commits/40307d4e13771262135c90e4bee3636bd5be4038,https://github.com/Adrjnk/task2/pull/3/commits/40307d4e13771262135c90e4bee3636bd5be4038,,
60,,Remove-logs-that-contain-sensitive-information,SS,SS-Ur,"

The removed log included

    JWT Tokens (ID tokens, refresh tokens)
    User emails
    Authentication secrets
    Session cache data
    Security tokens

Needed to remove them",https://github.com/Salesfactory/gpt-rag-frontend/pull/458/commits/7eb211dc6b311c9c9e0481fd43a9f93c573060e1,https://github.com/Salesfactory/gpt-rag-frontend/pull/458/commits/7eb211dc6b311c9c9e0481fd43a9f93c573060e1,,
61,,Reduce logging level to stop dumping sensitive information,IL,IL-Lv,Reduce logging level to stop dumping sensitive information,https://github.com/mesos/chronos/pull/899,https://github.com/mesos/chronos/pull/899,,
62,,Mask sensitive data in log output to prevent exposure,RM,RM-Ms,"This merge request updates the logback-spring.xml configuration to mask sensitive data in log messages, such as passwords, tokens, API keys, and similar credentials. This is achieved by using a regex replacement in the log pattern, which replaces the values of sensitive fields with asterisks (******).
Details

    The log pattern now includes a %replace function that matches common sensitive field names (password, token, api_key, etc.) and replaces their values with ******.
    This helps prevent accidental exposure of sensitive information through application logs.

Why this is important

Logging sensitive data can lead to security vulnerabilities and data leaks. This change ensures that such data is masked in logs, improving the security posture of the application.",https://github.com/thingersoft/code-interpreter/pull/41,https://github.com/thingersoft/code-interpreter/pull/41,,
63,,fix/wording-leak-error-message,SS,SS-Cf,"This PR fixes error message wording and improves logging while addressing configuration leaks. It updates the global exception handler to better handle business rule violations, enhances authentication logging, and refines exception handling in invitation processing.

    Adds dedicated exception handling for BusinessRuleException with proper HTTP status codes
    Improves logging in authentication handler to include mobile number for better debugging
    Refines exception handling in invitation handler to catch specific exceptions

Reviewed Changes

Copilot reviewed 5 out of 5 changed files in this pull request and generated 2 comments.
Show a summary per file
	
	
	
	
	
	",https://github.com/TechMentors-LLC/charity_hub/pull/19,https://github.com/TechMentors-LLC/charity_hub/pull/19,,
64,,[GFTCodeFixer]: Update on src/main/java/com/bank/payments/service/impl/PaymentServiceImpl.java,SS,SS-Cr,"Description:
This pull request improves the PaymentServiceImpl class by removing hardcoded credentials, eliminating unused variables, fixing duplicate conditions, replacing print statements with proper logging, handling exceptions correctly, and avoiding returning null values. These changes enhance code quality, maintainability, and security.",https://github.com/adpigft/payments-demo/pull/9,https://github.com/adpigft/payments-demo/pull/9,,
65,,"Refactor: Remove legacy CLI and GUI, enhance OCR and converter security",RM,RM-Ms,"Summary

    Removed legacy CLI scripts (cli_basic.py.bak, cli_with_ocr.py.bak) and main GUI app (main_app.py.bak), cleaning up deprecated code.
    Enhanced OCR engine resource management with global tracking and proper cleanup of EasyOCR readers.
    Improved Universal Document Converter with adaptive batch sizing based on memory usage for better performance.
    Implemented LRU caching mechanism with size tracking and eviction to optimize memory usage.
    Added secure handling and validation of Google Vision API credentials:
        Prefer environment variable GOOGLE_APPLICATION_CREDENTIALS for credentials path.
        Validate credentials file format and permissions to prevent security risks.
        Sanitize error messages to avoid leaking sensitive information.
    Updated GUI components to display environment variable status and fallback credentials file separately.",https://github.com/Beaulewis1977/quick_ocr_doc_converter/pull/24,https://github.com/Beaulewis1977/quick_ocr_doc_converter/pull/24,,
67,,Security: Fix critical secret management vulnerabilities and implement comprehensive security measures,SS,SS-Cr,"This PR addresses multiple critical security vulnerabilities related to secret management and implements comprehensive security measures to protect against common attack vectors.
 Critical Issues Fixed
1. Hardcoded Passwords Removed

    Issue: Weak hardcoded passwords (admin123, password123) exposed in seed.js
    Risk: High - Exposed credentials in version control
    Fix: Implemented secure random password generation with environment variable support",https://github.com/arpanhub/Hard-Backend/pull/1,https://github.com/arpanhub/Hard-Backend/pull/1,,
68,,Fix three bugs in the codebase,SS,SS-Cr,"Fix memory leak, improve API error handling, and resolve client-side API key exposure.

The client-side API key exposure was a critical security vulnerability. The fix removes sensitive NEXT_PUBLIC_ environment variables from client components, requiring a server-side authentication flow for the VapiWidget, which is now indicated by a placeholder message.",https://github.com/razzacktiger/Customer-Support-Agent-/pull/1,https://github.com/razzacktiger/Customer-Support-Agent-/pull/1,,
69,,Pensar - auto fix for Debug Mode Information Disclosure in API Client Configuration,RM,RM-Ms,"The security vulnerability in the debug logging functionality has been fixed with the following changes:

    Added a new http_debug property to provide finer control over HTTP connection debugging, which is the component that could leak sensitive data. This separates general debug logging from HTTP debugging.

    Modified the debug setter to:
        Use the new http_debug property instead of directly manipulating httplib.HTTPConnection.debuglevel
        Add a warning message about security implications when debug mode is enabled

    Added the http_debug property with:
        A getter method to return the HTTP debug status
        A setter method that controls HTTP connection debugging and includes security warnings
        Proper initialization in the constructor

    Added warning messages that alert users when either debug or HTTP debug mode is enabled, explaining the security risks of using these features in production environments.

These changes maintain backward compatibility while providing better security controls and awareness. The fix addresses the potential exposure of sensitive information like API keys and credentials in log files by separating the concerns of general debug logging from HTTP connection debugging.",https://github.com/joshkotrous/hatchet/pull/110,https://github.com/joshkotrous/hatchet/pull/110,,
70,,Code Remediation: Security and Quality Improvements,SS,SS-Cr,"## Executive Summary
The analysis reveals significant security and code quality vulnerabilities in the Streamlit application, with critical issues around credential management, input validation, and system stability. The most pressing concerns include hardcoded AWS credentials, lack of input sanitization, and potential security risks in response handling.

## Priority Recommendations
- Immediately replace hardcoded AWS credentials with secure credential management using IAM roles or AWS Secrets Manager

    Implement comprehensive input validation and sanitization for all user inputs to prevent potential injection attacks

    Refactor threading and response handling to ensure thread safety and prevent race conditions

    Develop robust error handling and logging mechanisms with user-friendly error reporting

    Implement session state management with explicit size limits and cleanup strategies
    Overall Assessment

    The current implementation demonstrates significant security and code quality risks. The application has multiple high and medium severity vulnerabilities that could potentially expose sensitive information, compromise system stability, and create security attack vectors. Immediate refactoring is required to improve the application's security posture and reliability.",https://github.com/VinodKumarKP/devops_agent_streamlit_app/pull/10,https://github.com/VinodKumarKP/devops_agent_streamlit_app/pull/10,,
71,,"Sensitive service configuration values should be decrypted when processing the Ambari agent command script, if enabled",RM,RM-Ms,"

Sensitive service configuration values should be decrypted when processing the Ambari agent command script, if enabled.

During the processing of resource_management.libraries.script.script.Script#execute, the command data file is to be read in and the encrypted values in the JSON document are to be decrypted before executing the command.

Each encrypted value will be in the form of

${enc=<algorithm_encoding>, value=<value>}
For example:

${enc=aes265_hex, value=5248...303d}",https://issues.apache.org/jira/browse/AMBARI-24894,https://github.com/apache/ambari/pull/2613,,
72,,Prevent Sensitive Data Exposure in Logging,RM,RM-Ms,"
Summary

This merge request addresses the security concern of sensitive data exposure through logging. The following changes have been made:

    In CodeService.java, the runInContainer method for the prepare phase is now called with logging disabled (false), ensuring that stdout/stderr (which may contain sensitive code or error details) are not logged.
    In DockerService.java, container startup logging is disabled by default to prevent any sensitive output from being captured in logs.

Rationale

These changes ensure that potentially sensitive information, such as user code or error messages, is not inadvertently exposed through application logs. This is in line with best practices for secure coding and data privacy.
Impact

    Reduces the risk of leaking sensitive data via logs.
    No impact on core functionality or user experience.

Please review and merge if appropriate.",https://github.com/thingersoft/code-interpreter/pull/39,https://github.com/thingersoft/code-interpreter/pull/39,,
73,,Remove sensitive debug logs,IL,IL-Lv,"
    add a DEBUG flag and helper logError
    wrap email/token logs in DEBUG checks
    keep sanitized error logs without revealing user data",https://github.com/ilhanwon/Mobile-Inspection-Report-Web-App-4176/pull/1,https://github.com/ilhanwon/Mobile-Inspection-Report-Web-App-4176/pull/1,,
74,,filter sensitive attributes in logs,RM,RM-Ft,"Motivation / Background

We have two ways to configure things that get filtered in logs: filter_parameters and filter_attributes. The latter was added in 2018 and ensures that things added to filter_parameters are also added to filter attributes. However, the opposite is not true, which makes for some weird behavior right out of the box:

Take this example with a model called CreditCard with two attributes: digits and cvv.

cvv is added to filter_parameters by default:
This PR aims to ensure that if you've added something to filter_attributes, it is filtered by default in the logs.",https://github.com/rails/rails/pull/55251,https://github.com/rails/rails/pull/55251,,
75,,Potential fix for code scanning alert no. 1: Clear-text logging of sensitive information,SS,SS-Cr,"Potential fix for https://github.com/Humpnduati/25e---PyProgramming/security/code-scanning/1

To fix the issue, we should ensure that only the masked representation of secret_word (i.e., blanks) is displayed to the user, and that no part of secret_word is accidentally logged or printed in clear text. We will replace print(letter, end=' ') with a mechanism that securely displays blanks without exposing sensitive data.

We will also review the related logic to confirm that no sensitive data from secret_word is leaked elsewhere.",https://github.com/Humpnduati/25e---PyProgramming/pull/5,https://github.com/Humpnduati/25e---PyProgramming/pull/5,,
76,,Use logging and mask token in config,SS,SS-Cf,"
    replace print diagnostics with logging in config.py
    mask bot token before output",https://github.com/barkoszloy-afk/telegram-bot-project-1/pull/27,https://github.com/barkoszloy-afk/telegram-bot-project-1/pull/27,,
77,,Fix: Refactor logging and address potential credential leakage,SS,SS-Cr,"

Credential Exposure Elimination
Write credentials to a mktemp .netrc file, pass to curl, trap exit and remove

Command Logging Removal
Removal of command logging, replaced with outcome-focused logging

Debug Mode Protection
Credentials isolated in sub-shells with set +x protection",https://github.com/lfreleng-actions/nexus-publish-action/pull/10,https://github.com/lfreleng-actions/nexus-publish-action/pull/10,,
78,,System Information Leak vulnerability fix (powered by Mobb),SS,SS-Ur,"This change fixes a low severity (??) System Information Leak issue reported by Fortify.
Issue description

System Information Leak occurs when sensitive system information is inadvertently disclosed to external entities, potentially aiding attackers in identifying vulnerabilities or targets.",https://github.com/tomer-mobb/Marinus/pull/13,https://github.com/tomer-mobb/Marinus/pull/13,,
79,,Redact sensitive information in log files at release workflow,RM,RM-Ms,"This PR proposes to redact sensitive information in log files at release workflow.
Why are the changes needed?

The output files are already protected by ZipCrypto but this PR makes it even safer by redacting sensitive information in log files.",https://github.com/apache/spark/pull/51102,,,
80,,SENSITIVE_HEADERS list is hardcoded,RM,RM-Ms,"

The org.apache.cxf.transport.http.Headers from cxf-rt-transports-http.jar contains a behavior to mask sensitive headers when print them to a log until the  ALLOW_LOGGING_SENSITIVE_HEADERS property is set to true. 

But the issue here is that the list of sensitive headers is private final and there's no public getter to modify the list and contains only 2 values (""Authorization"", ""Proxy-Authorization"")

 

When you're using httpclient with some Api-Key auth or the request has any sensitive information besides this 2 headers, they would be printed to the debug console.",https://issues.apache.org/jira/browse/CXF-9082,https://github.com/apache/cxf/pull/2150,,
81,,Kinit with keytab should not display the keytab file's full path in any logs,SS,SS-Cf," The keytab is sensitive information, and the full path should not be printed in the log",https://issues.apache.org/jira/browse/HADOOP-17587,https://issues.apache.org/jira/browse/HADOOP-17587,,
82,,Redact sensitive information from SparkSubmit console output,RM,RM-Ms,"took care of redacting sensitive information from Spark event logs and UI. However, it intentionally didn't bother redacting the same sensitive information from SparkSubmit's console output because it was on the client's machine, which already had the sensitive information on disk (in spark-defaults.conf) or on terminal (spark-submit command line).

However, it seems now that it's better to redact information from SparkSubmit's console output as well because orchestration software like Oozie usually expose SparkSubmit's console output via a UI. To make matters worse, Oozie, in particular, always sets the --verbose flag on SparkSubmit invocation, making the sensitive information readily available in its UI (see code here).

This is a JIRA for tracking redaction of sensitive information from SparkSubmit's console output.",https://issues.apache.org/jira/browse/SPARK-19720,https://github.com/apache/spark/pull/17047 + https://github.com/apache/spark/pull/18765 + https://github.com/apache/spark/pull/18802,,
83,,jdbc URL can contain sensitive information that should not be logged,SS,SS-Ur,"It is possible to put passwords in the jdbc connection url and some jdbc drivers will supposedly use that. (derby, mysql). This information is considered sensitive, and should be masked out, while logging the connection url",https://issues.apache.org/jira/browse/HIVE-20796,https://issues.apache.org/jira/browse/HIVE-20796,,
84,,Hiding sensitive information in request and response logs via configuration,RM,RM-Ms,"When request hitting the cxf-logging enabled system. It logged all the details in request in plain text,. If the request body contains sensitive data like passwords, imi numbers and sms messages, all details logged, same applied to response as well. With this improvement we can hide it based on the configured keys.",https://issues.apache.org/jira/browse/CXF-8099,https://github.com/apache/cxf/pull/681,,
85,,Don't print sensitive information in logs by default,RM,RM-Ms,"

Right now, by default, node prints entries in logs of PME and long running operations. It＊s not secure, because it disclose sensitive data. However printing of entries might help with certain issues such as deadlock. So we can print hash of entries in log.

  

Summary of the changes:
1. IGNITE_TO_STRING_INCLUDE_SENSITIVE is deprecated
2. IGNITE_SENSITIVE_DATA_LOGGING is a new system property with three possible values:
""plain"" - print as is
""hash"" - print hash (primitives are printed as is)
""none"" - don＊t print anything
3. ""hash"" is default value
4. If a node starts with explicit IGNITE_TO_STRING_INCLUDE_SENSITIVE the value converts to IGNITE_SENSITIVE_DATA_LOGGING:
true -> plain
false -> none",https://issues.apache.org/jira/browse/IGNITE-13929,https://github.com/apache/ignite/pull/9611,,
86,,Fix the problem that SwaggerProducerOperation catchs business exceptions and prints logs may reveal sensitive informations.,EE,EE-Ex,Fix the problem that SwaggerProducerOperation catchs business exceptions and prints logs may reveal sensitive informations.,https://issues.apache.org/jira/browse/SCB-2108,https://github.com/apache/servicecomb-java-chassis/pull/2021,,
87,,OAuth's HttpAccessTokenRetriever potentially leaks secrets in logging,SS,SS-Cr,"OAuth's HttpAccessTokenRetriever potentially leaks secrets in logging 


The OAuth code that communicates via HTTP with the IdP (HttpAccessTokenRetriever.java) includes logging that outputs the request and response payloads. Among them are:

    https://github.com/apache/kafka/blob/trunk/clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/secured/HttpAccessTokenRetriever.java#L265
    https://github.com/apache/kafka/blob/trunk/clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/secured/HttpAccessTokenRetriever.java#L274
    https://github.com/apache/kafka/blob/trunk/clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/secured/HttpAccessTokenRetriever.java#L320

It should be determined if there are other places sensitive information might be inadvertently exposed.",https://issues.apache.org/jira/browse/KAFKA-14623,https://github.com/apache/kafka/pull/13119 + https://github.com/apache/kafka/pull/13166,,
88,,Add support for storing credentials in Azure Keyvault,RM,RM-Ms,"

Currently while using azure processors we have to provide the credentials in flat text.

Azure Keyvault provides a secure way to store and use credentials in the form of secret.

Lets add a controller service which can help retrieve the secrets from Azure Keyvault.",https://issues.apache.org/jira/browse/NIFI-8279,https://github.com/apache/nifi/pull/4863,,
89,,broker may expose uncommitted data to a consumer,IL,IL-Pa,"broker may expose uncommitted data to a consumer

We saw the following error in the log during testing. The problem seems to be that when the high watermark was at offset 39021, the broker incorrectly exposed an uncommitted message (at offset 39022) to the client. This doesn't always happen, but can happen when certain conditions are met, which I should explain in the comments.

2013/01/11 00:54:42.059 ERROR [KafkaApis] [kafka-request-handler-2] [kafka] [] [KafkaApi-277] error when processing request (service_metrics,2,39022,2000000)
java.lang.IllegalArgumentException: Attempt to read with a maximum offset (39021) less than the start offset (39022).
at kafka.log.LogSegment.read(LogSegment.scala:105)
at kafka.log.Log.read(Log.scala:386)
at kafka.server.KafkaApis.kafka$server$KafkaApis$$readMessageSet(KafkaApis.scala:369)
at kafka.server.KafkaApis$$anonfun$kafka$server$KafkaApis$$readMessageSets$1.apply(KafkaApis.scala:327)
at kafka.server.KafkaApis$$anonfun$kafka$server$KafkaApis$$readMessageSets$1.apply(KafkaApis.scala:323)
at scala.collection.TraversableLike$$anonfun$map$1.apply(TraversableLike.scala:206)
at scala.collection.TraversableLike$$anonfun$map$1.apply(TraversableLike.scala:206)
at scala.collection.immutable.Map$Map1.foreach(Map.scala:105)
at scala.collection.TraversableLike$class.map(TraversableLike.scala:206)
at scala.collection.immutable.Map$Map1.map(Map.scala:93)
at kafka.server.KafkaApis.kafka$server$KafkaApis$$readMessageSets(KafkaApis.scala:323)
at kafka.server.KafkaApis$$anonfun$maybeUnblockDelayedFetchRequests$2.apply(KafkaApis.scala:165)
at kafka.server.KafkaApis$$anonfun$maybeUnblockDelayedFetchRequests$2.apply(KafkaApis.scala:164)
at scala.collection.mutable.ResizableArray$class.foreach(ResizableArray.scala:57)
at scala.collection.mutable.ArrayBuffer.foreach(ArrayBuffer.scala:43)
at kafka.server.KafkaApis.maybeUnblockDelayedFetchRequests(KafkaApis.scala:164)
at kafka.server.KafkaApis$$anonfun$handleProducerRequest$3.apply(KafkaApis.scala:186)
at kafka.server.KafkaApis$$anonfun$handleProducerRequest$3.apply(KafkaApis.scala:185)
at scala.collection.immutable.Map$Map1.foreach(Map.scala:105)
at kafka.server.KafkaApis.handleProducerRequest(KafkaApis.scala:185)
at kafka.server.KafkaApis.handle(KafkaApis.scala:58)
at kafka.server.KafkaRequestHandler.run(KafkaRequestHandler.scala:41)
at java.lang.Thread.run(Thread.java:619)",https://issues.apache.org/jira/browse/KAFKA-698,https://issues.apache.org/jira/browse/KAFKA-698,,
90,,Operation Logging still leaks the log4j Appenders,SS,SS-Cf,"
    Handle dynamic routing appenders via Log4j's IdlePurgePolicy
    Remove in-house management of appenders.

Why are the changes needed?

    Solve descriptor leak as shown in HIVE-24590
    Delegate burden of managing appenders to Log4j.",https://github.com/apache/hive/pull/1849 + https://github.com/apache/hive/pull/2432,,,
91,,Sensitive external values exposed in debug logs when using external config supplier,SS,SS-Cr,"

Passwords etc are exposed in debug logs when using an external config supplied, in this case org.apache.brooklyn.core.config.external.InPlaceExternalConfigSupplier

    password: $brooklyn:external(""my-credentials"", ""supersecretpassword"")

2016-05-18 07:51:27,979 DEBUG o.a.b.c.b.s.d.BrooklynDslDeferredSupplier [brooklyn-execmanager-ajTGRUqW-212]: Resolved supersecretpassword from $brooklyn:external(""my-credentials"", ""password"")
",https://issues.apache.org/jira/browse/BROOKLYN-269,https://github.com/apache/brooklyn-server/pull/659,,
92,,Need a way to flag sensitive information in Config,SS,SS-Cf,"Currently, the full contents of a job's Config is exposed in at least a couple of places including the logs (logged by SamzaContainer), and the ApplicationMaster UI's config page. There is a security concern with doing that if sensitive information (e.g. credentials) is stored there. It would be nice to be able to mark sensitive config values so that they are not displayed in such ways. The only thing that springs to mind is a special naming convention, perhaps a ""sensitive"" prefix that would identify these values. Ideally such a capability would be baked into Config itself, but minimally Samza code that exposes Config could be made aware of the convention to avoid displaying the plaintext of sensitive values.",https://issues.apache.org/jira/browse/SAMZA-589,https://issues.apache.org/jira/browse/SAMZA-589,,
93,,Do not dump data on error in TextExportMapper by default,RM,RM-Ms,"

I've been notified offline that dumping data by default in our TextExportMapper is not entirely correct as we might unintentionally leak sensitive information to logs.

Hence I would like to propose guarding that dump with a special property. This way we won't dump the data by default while still having the ability to conditionally do so if/when needed.",https://issues.apache.org/jira/browse/SQOOP-2651,https://issues.apache.org/jira/browse/SQOOP-2651,,
94,,fix: redact passwords in logs,SS,SS-Ur,"Replaces URLs of the format rtsp://user:password@localhost:8554 with rtsp://user:xxxxx@localhost:8554 in logs.

This is best-effort for now and does not handle cases where passwords appear in query strings. It should be fairly easy to extend the RedactPassword function in the future in case there are other common password pattern that are worth handling.

Let me know if this should be better placed in a different package. I couldn't find a more suitable place than streams and also didn't want to introduce a new package like utils just for a single function.",https://github.com/AlexxIT/go2rtc/pull/1219,https://github.com/AlexxIT/go2rtc/pull/1219,,
95,,Security Vulnerability in PyFlink Logging Mechanism (PythonEnvUtils.java),RM,RM-Ms,"Potential security vulnerability in the logging statement within PythonEnvUtils.java that may expose environment variables 〞 including Kubernetes-mounted secrets 〞 during PyFlink job submission.

The class org.apache.flink.client.python.PythonEnvUtils logs all environment variables at job startup with the following line:

 
LOG.info(""Starting Python process with environment variables: {}"", environment);{}
This line is problematic because it indiscriminately logs all environment variables, which may contain sensitive credentials.
Context: Kubernetes Operator Users Are Especially at Risk

When Flink is deployed using the Flink Kubernetes Operator, secrets are commonly passed into pods as environment variables (via Kubernetes env or envFrom fields, e.g. from secretRef).

This includes:

    Database credentials

    Cloud service keys (e.g., AWS_SECRET_ACCESS_KEY)

    Tokens and encryption keys

    Custom user-defined secrets

Logging these secrets in plain text within the Flink JobManager or TaskManager logs violates Kubernetes security best practices, which explicitly discourage exposing sensitive environment variables in logs, and poses a serious risk in production environments.
Proposed Fix

    Redact known sensitive keys (SECRET, TOKEN, KEY, PASSWORD, etc.) before logging.

Example fix snippet:
Map<String, String> redactedEnv = redactSensitive(environment);
LOG.info(""Starting Python process with environment variables: {}"", redactedEnv);}}

    Consider an opt-in mechanism (e.g., log.python.env=true) for full environment visibility in safe/test setups.",https://issues.apache.org/jira/browse/FLINK-38035,https://github.com/apache/flink/pull/26794 + https://github.com/apache/flink/pull/26803 + https://github.com/apache/flink/pull/26841,,
96,,Namenode WebUI prints sensitive information on Token Expiry,SS,SS-Cr,"Login to Namenode WebUI.

Wait for token to expire. (Or modify the Token refresh time 

dfs.namenode.delegation.token.renew/update-interval to lower value)

Refresh the WebUI after the Token expiry.

Full token information gets printed in WebUI.",https://issues.apache.org/jira/browse/HDFS-16563,https://github.com/apache/hadoop/pull/4241,,
97,,Datadog API Key exposed in Flink JobManager logs,SS,SS-Cf,"

When Flink is set up to report metrics to Datadog, the JobManager log containe the Datadog API key in plain format. In fact it shows up in two different places:

2020-08-03 09:03:19,400 INFO  org.apache.flink.configuration.GlobalConfiguration            - Loading configuration property: metrics.reporter.dghttp.apikey, <REDACTED-KEY>
...
2020-08-03 09:03:20,437 INFO  org.apache.flink.runtime.metrics.ReporterSetup                - Configuring dghttp with {apikey=<REDACTED-KEY>, tags=<...>,profile:<...>,region:<...>,env:<...>, class=org.apache.flink.metrics.datadog.DatadogHttpReporter}.

The expected behavior here should be that the API key in both places is hidden so that it does not end up in places where it should not be.",https://issues.apache.org/jira/browse/FLINK-20055,https://github.com/apache/flink/pull/13995,,
